"glytoucan_ac","glycan_type","glycan_type_source","glycan_type_source_id","glycan_subtype","glycan_subtype_source","glycan_subtype_source_id"
"G87763LL","N-linked","GlycoMotif","GGM.001023","Complex","GlycoMotif","GGM.001004"
"G85607DC","N-linked","GlycoMotif","GGM.001022","Truncated","GlycoMotif","GGM.001022"
"G34993RG","Glycosphingolipid","GlycoMotif","GGM.001108","Ganglio series","GlycoMotif","GGM.001108"
"G93801LA","O-linked","GlycoMotif","GGM.001008","Core 2","GlycoMotif","GGM.001008"
"G13968LT","N-linked","GlycoMotif","GGM.001023","Bisected","GlycoMotif","GGM.001023"
"G13968LT","N-linked","GlycoMotif","GGM.001023","Complex","GlycoMotif","GGM.001004"
"G19789TE","N-linked","GlycoMotif","GGM.001024","Core-fucosylated","GlycoMotif","GGM.001024"
"G19789TE","N-linked","GlycoMotif","GGM.001024","Complex","Subsumption","G10716SX"
"G41607BP","O-linked","Subsumption","G02398MD","Core 6","Subsumption","G02398MD"
"G41607BP","O-linked","Subsumption","G02398MD","Core 3","Subsumption","G02398MD"
"G42986JR","N-linked","GlycoMotif","GGM.001004","Complex","GlycoMotif","GGM.001004"
"G38641RF","O-linked","Subsumption","G12944WQ","Core 6","Subsumption","G12944WQ"
"G38641RF","O-linked","Subsumption","G12944WQ","Core 4","Subsumption","G01056RH"
"G38641RF","O-linked","Subsumption","G12944WQ","Core 3","Subsumption","G12944WQ"
"G69667ML","N-linked","Subsumption","G00629YK","Truncated","Subsumption","G24560HE"
"G69667ML","N-linked","Subsumption","G00629YK","High mannose","Subsumption","G00629YK"
"G69667ML","Glycosphingolipid","Subsumption","G12794OB","Mollu series","Subsumption","G12794OB"
"G89641ZV","N-linked","GlycoMotif","GGM.001004","Complex","GlycoMotif","GGM.001004"
"G62182KD","O-linked","GlycoMotif","GGM.001009","Core 6","GlycoMotif","GGM.001015"
"G62182KD","O-linked","GlycoMotif","GGM.001009","Core 3","GlycoMotif","GGM.001009"
"G19520PI","N-linked","Subsumption","G04699RP","Complex","Subsumption","G04699RP"
"G93495HT","N-linked","GlycoMotif","GGM.001004","Complex","GlycoMotif","GGM.001004"
"G16488DY","O-linked","GlycoMotif","GGM.001008","Core 4","GlycoMotif","GGM.001012"
"G16488DY","O-linked","GlycoMotif","GGM.001008","Core 2","GlycoMotif","GGM.001008"
"G47041IV","N-linked","Subsumption","G02471GW","Core-fucosylated","Subsumption","G02471GW"
"G47041IV","N-linked","Subsumption","G02471GW","Complex","Subsumption","G02471GW"
"G49077EU","O-linked","GlycoMotif","GGM.001009","Core 3","GlycoMotif","GGM.001009"
"G68912OX","N-linked","GlycoMotif","GGM.001001","","",""
"G47407FC","N-linked","GlycoMotif","GGM.001003","Hybrid","GlycoMotif","GGM.001003"
"G74430RZ","N-linked","Subsumption","G02559YM","Bisected","Subsumption","G02559YM"
"G74430RZ","N-linked","Subsumption","G02559YM","Core-fucosylated","Subsumption","G02559YM"
"G74430RZ","N-linked","Subsumption","G02559YM","Complex","Subsumption","G04851MY"
"G74430RZ","Glycosphingolipid","Subsumption","G03819SO","Neo-lacto series","Subsumption","G15528IU"
"G74430RZ","Glycosphingolipid","Subsumption","G03819SO","Lacto series","Subsumption","G03819SO"
"G74430RZ","O-linked","Subsumption","G03989SP","Core 2","Subsumption","G31858VW"
"G74430RZ","O-linked","Subsumption","G03989SP","Core 1","Subsumption","G03989SP"
"G46977VI","N-linked","GlycoMotif","GGM.001004","Complex","GlycoMotif","GGM.001004"
"G49200LA","O-linked","GlycoMotif","GGM.001008","Core 2","GlycoMotif","GGM.001008"
"G89099NM","N-linked","GlycoMotif","GGM.001023","Bisected","GlycoMotif","GGM.001023"
"G89099NM","N-linked","GlycoMotif","GGM.001023","Hybrid","GlycoMotif","GGM.001003"
"G24354CO","N-linked","GlycoMotif","GGM.001004","Complex","GlycoMotif","GGM.001004"
"G47163SC","Glycosphingolipid","GlycoMotif","GGM.001106","Lacto series","GlycoMotif","GGM.001106"
"G29906QS","O-linked","Subsumption","G16904OH","Core 2","Subsumption","G16904OH"
"G92410QB","O-linked","GlycoMotif","GGM.001011","Core 4","GlycoMotif","GGM.001011"
"G82639GQ","N-linked","GlycoMotif","GGM.001004","Core-fucosylated","GlycoMotif","GGM.001024"
"G82639GQ","N-linked","GlycoMotif","GGM.001004","Complex","GlycoMotif","GGM.001004"
"G65288NK","O-linked","GlycoMotif","GGM.001005","Core 1","GlycoMotif","GGM.001005"
"G54953LX","N-linked","GlycoMotif","GGM.001004","Core-fucosylated","GlycoMotif","GGM.001024"
"G54953LX","N-linked","GlycoMotif","GGM.001004","Complex","GlycoMotif","GGM.001004"
"G10567NI","N-linked","Subsumption","G10617MG","Bisected","Subsumption","G10617MG"
"G10567NI","N-linked","Subsumption","G10617MG","Core-fucosylated","Subsumption","G00396IE"
"G10567NI","N-linked","Subsumption","G10617MG","Complex","Subsumption","G00998NI"
"G63046OH","N-linked","GlycoMotif","GGM.001023","Bisected","GlycoMotif","GGM.001023"
"G63046OH","N-linked","GlycoMotif","GGM.001023","Core-fucosylated","GlycoMotif","GGM.001024"
"G63046OH","N-linked","GlycoMotif","GGM.001023","Complex","GlycoMotif","GGM.001004"
"G84089LI","Glycosphingolipid","Subsumption","G24034CH","Ganglio series","Subsumption","G24034CH"
"G08675PK","N-linked","GlycoMotif","GGM.001004","Core-fucosylated","GlycoMotif","GGM.001024"
"G08675PK","N-linked","GlycoMotif","GGM.001004","Complex","GlycoMotif","GGM.001004"
"G73184QR","O-linked","GlycoMotif","GGM.001008","Core 2","GlycoMotif","GGM.001008"
"G97984TH","N-linked","GlycoMotif","GGM.001004","Core-fucosylated","GlycoMotif","GGM.001024"
"G97984TH","N-linked","GlycoMotif","GGM.001004","Complex","GlycoMotif","GGM.001004"
"G77812KJ","N-linked","GlycoMotif","GGM.001004","Complex","GlycoMotif","GGM.001004"
"G64553RA","O-linked","GlycoMotif","GGM.001005","Core 1","GlycoMotif","GGM.001005"
"G21737WY","N-linked","GlycoMotif","GGM.001004","Core-fucosylated","GlycoMotif","GGM.001024"
"G21737WY","N-linked","GlycoMotif","GGM.001004","Complex","GlycoMotif","GGM.001004"
"G41744NO","N-linked","GlycoMotif","GGM.001022","Truncated","GlycoMotif","GGM.001022"
"G78211AM","N-linked","GlycoMotif","GGM.001023","Bisected","GlycoMotif","GGM.001023"
"G78211AM","N-linked","GlycoMotif","GGM.001023","Complex","GlycoMotif","GGM.001004"
"G53407VB","O-linked","GlycoMotif","GGM.001008","Core 2","GlycoMotif","GGM.001008"
"G57208CK","N-linked","GlycoMotif","GGM.001004","Complex","GlycoMotif","GGM.001004"
"G70445VR","N-linked","Subsumption","G35610QW","Bisected","Subsumption","G35610QW"
"G70445VR","N-linked","Subsumption","G35610QW","Core-fucosylated","Subsumption","G24155DW"
"G70445VR","N-linked","Subsumption","G35610QW","Complex","Subsumption","G24155DW"
"G51624KI","N-linked","GlycoMotif","GGM.001001","","",""
"G77939VD","N-linked","GlycoMotif","GGM.001004","Core-fucosylated","GlycoMotif","GGM.001024"
"G77939VD","N-linked","GlycoMotif","GGM.001004","Complex","GlycoMotif","GGM.001004"
"G25036XH","N-linked","GlycoMotif","GGM.001023","Bisected","GlycoMotif","GGM.001023"
"G25036XH","N-linked","GlycoMotif","GGM.001023","Hybrid","GlycoMotif","GGM.001003"
"G96816KA","N-linked","Subsumption","G42117XW","Bisected","Subsumption","G42117XW"
"G96816KA","N-linked","Subsumption","G42117XW","Core-fucosylated","Subsumption","G01310VF"
"G96816KA","N-linked","Subsumption","G42117XW","Complex","Subsumption","G00451UT"
"G92043YA","N-linked","Subsumption","G00629YK","Truncated","Subsumption","G24560HE"
"G92043YA","N-linked","Subsumption","G00629YK","High mannose","Subsumption","G00629YK"
"G92043YA","Glycosphingolipid","Subsumption","G12794OB","Mollu series","Subsumption","G12794OB"
"G85652RK","N-linked","GlycoMotif","GGM.001004","Core-fucosylated","GlycoMotif","GGM.001024"
"G85652RK","N-linked","GlycoMotif","GGM.001004","Complex","GlycoMotif","GGM.001004"
"G85392NL","O-linked","GlycoMotif","GGM.001008","Core 2","GlycoMotif","GGM.001008"
"G43622SG","Glycosphingolipid","GlycoMotif","GGM.001107","Neo-lacto series","GlycoMotif","GGM.001107"
"G28226YW","O-linked","GlycoMotif","GGM.001010","Core 3","GlycoMotif","GGM.001010"
"G30871VQ","O-linked","GlycoMotif","GGM.001007","Core 2","GlycoMotif","GGM.001007"
"G73219XT","N-linked","Subsumption","G02967BC","Bisected","Subsumption","G02967BC"
"G73219XT","N-linked","Subsumption","G02967BC","Complex","Subsumption","G02967BC"
"G41940YX","N-linked","GlycoMotif","GGM.001001","","",""
"G54645BJ","N-linked","GlycoMotif","GGM.001004","Core-fucosylated","GlycoMotif","GGM.001024"
"G54645BJ","N-linked","GlycoMotif","GGM.001004","Complex","GlycoMotif","GGM.001004"
"G32931VP","N-linked","GlycoMotif","GGM.001004","Core-fucosylated","GlycoMotif","GGM.001024"
"G32931VP","N-linked","GlycoMotif","GGM.001004","Complex","GlycoMotif","GGM.001004"
"G35033MX","O-linked","GlycoMotif","GGM.001008","Core 2","GlycoMotif","GGM.001008"
"G44825LU","N-linked","GlycoMotif","GGM.001004","Complex","GlycoMotif","GGM.001004"
"G70528JA","N-linked","Subsumption","G03207XQ","Core-fucosylated","Subsumption","G03207XQ"
"G70528JA","N-linked","Subsumption","G03207XQ","Complex","Subsumption","G03207XQ"
"G38979WI","O-linked","GlycoMotif","GGM.001007","Core 2","GlycoMotif","GGM.001007"
"G50531NJ","N-linked","GlycoMotif","GGM.001004","Core-fucosylated","GlycoMotif","GGM.001024"
"G50531NJ","N-linked","GlycoMotif","GGM.001004","Complex","GlycoMotif","GGM.001004"
"G66633ZT","N-linked","GlycoMotif","GGM.001024","Bisected","Subsumption","G02358GX"
"G66633ZT","N-linked","GlycoMotif","GGM.001024","Core-fucosylated","GlycoMotif","GGM.001024"
"G66633ZT","N-linked","GlycoMotif","GGM.001024","Complex","Subsumption","G02358GX"
"G72881ZX","N-linked","Subsumption","G00717KJ","Bisected","Subsumption","G00717KJ"
"G72881ZX","N-linked","Subsumption","G00717KJ","Hybrid","Subsumption","G00717KJ"
"G73636FD","N-linked","GlycoMotif","GGM.001002","High mannose","GlycoMotif","GGM.001002"
"G73680WW","N-linked","GlycoMotif","GGM.001023","Bisected","GlycoMotif","GGM.001023"
"G73680WW","N-linked","GlycoMotif","GGM.001023","Complex","GlycoMotif","GGM.001004"
"G34399PU","N-linked","Subsumption","G01868JD","Bisected","Subsumption","G01868JD"
"G34399PU","N-linked","Subsumption","G01868JD","Core-fucosylated","Subsumption","G01868JD"
"G34399PU","N-linked","Subsumption","G01868JD","Complex","Subsumption","G01868JD"
"G61929YU","O-linked","GlycoMotif","GGM.001008","Core 2","GlycoMotif","GGM.001008"
"G14355GY","Glycosphingolipid","Subsumption","G32747TK","Neo-lacto series","Subsumption","G32747TK"
"G14355GY","Glycosphingolipid","Subsumption","G32747TK","Lacto series","Subsumption","G32747TK"
"G11619JT","N-linked","GlycoMotif","GGM.001004","Core-fucosylated","GlycoMotif","GGM.001024"
"G11619JT","N-linked","GlycoMotif","GGM.001004","Complex","GlycoMotif","GGM.001004"
"G62006WV","N-linked","Subsumption","G01338CS","Bisected","Subsumption","G01338CS"
"G62006WV","N-linked","Subsumption","G01338CS","Truncated","Subsumption","G05979QC"
"G62006WV","N-linked","Subsumption","G01338CS","Complex","Subsumption","G04554UL"
"G62006WV","N-linked","Subsumption","G01338CS","Hybrid","Subsumption","G01338CS"
"G78737QO","N-linked","GlycoMotif","GGM.001004","Complex","GlycoMotif","GGM.001004"
"G97452SL","O-linked","GlycoMotif","GGM.001009","Core 3","GlycoMotif","GGM.001009"
"G92160RL","N-linked","Subsumption","G41063JS","Bisected","Subsumption","G41063JS"
"G92160RL","N-linked","Subsumption","G41063JS","Core-fucosylated","Subsumption","G16873YG"
"G92160RL","N-linked","Subsumption","G41063JS","Complex","Subsumption","G16873YG"
"G25750DI","N-linked","Subsumption","G50625MG","Bisected","Subsumption","G50625MG"
"G25750DI","N-linked","Subsumption","G50625MG","Core-fucosylated","Subsumption","G04764ON"
"G25750DI","N-linked","Subsumption","G50625MG","Complex","Subsumption","G04764ON"
"G25750DI","N-linked","Subsumption","G50625MG","Hybrid","Subsumption","G50625MG"
"G34311UE","N-linked","GlycoMotif","GGM.001004","Bisected","Subsumption","G01954BU"
"G34311UE","N-linked","GlycoMotif","GGM.001004","Core-fucosylated","GlycoMotif","GGM.001024"
"G34311UE","N-linked","GlycoMotif","GGM.001004","Complex","GlycoMotif","GGM.001004"
"G46406BL","N-linked","GlycoMotif","GGM.001004","Core-fucosylated","GlycoMotif","GGM.001024"
"G46406BL","N-linked","GlycoMotif","GGM.001004","Complex","GlycoMotif","GGM.001004"
"G85987RP","N-linked","Subsumption","G04261UG","Bisected","Subsumption","G04261UG"
"G85987RP","N-linked","Subsumption","G04261UG","Core-fucosylated","Subsumption","G00995HW"
"G85987RP","N-linked","Subsumption","G04261UG","Complex","Subsumption","G00995HW"
"G85987RP","N-linked","Subsumption","G04261UG","Hybrid","Subsumption","G04261UG"
"G85987RP","Glycosphingolipid","Subsumption","G81910FL","Neo-lacto series","Subsumption","G61169KO"
"G85987RP","Glycosphingolipid","Subsumption","G81910FL","Lacto series","Subsumption","G81910FL"
"G40185ZR","O-linked","GlycoMotif","GGM.001008","Core 2","GlycoMotif","GGM.001008"
"G25853OY","N-linked","GlycoMotif","GGM.001004","Core-fucosylated","GlycoMotif","GGM.001024"
"G25853OY","N-linked","GlycoMotif","GGM.001004","Complex","GlycoMotif","GGM.001004"
"G89354EL","O-linked","GlycoMotif","GGM.001011","Core 4","GlycoMotif","GGM.001011"
"G52160KJ","Glycosphingolipid","GlycoMotif","GGM.001107","Neo-lacto series","GlycoMotif","GGM.001107"
"G58879PQ","O-linked","Subsumption","G17931GP","O-fucose","Subsumption","G17931GP"
"G59740UO","O-linked","GlycoMotif","GGM.001007","Core 2","GlycoMotif","GGM.001007"
"G85255EY","N-linked","Subsumption","G03126PB","Bisected","Subsumption","G03126PB"
"G85255EY","N-linked","Subsumption","G03126PB","Core-fucosylated","Subsumption","G03126PB"
"G85255EY","N-linked","Subsumption","G03126PB","Complex","Subsumption","G03126PB"
"G83489SM","N-linked","GlycoMotif","GGM.001022","Truncated","GlycoMotif","GGM.001022"
"G60425OM","O-linked","GlycoMotif","GGM.001008","Core 2","GlycoMotif","GGM.001008"
"G12715BN","N-linked","GlycoMotif","GGM.001004","Core-fucosylated","GlycoMotif","GGM.001024"
"G12715BN","N-linked","GlycoMotif","GGM.001004","Complex","GlycoMotif","GGM.001004"
"G75623KU","N-linked","GlycoMotif","GGM.001004","Complex","GlycoMotif","GGM.001004"
"G06714AG","O-linked","GlycoMotif","GGM.001011","Core 4","GlycoMotif","GGM.001011"
"G98931FI","N-linked","GlycoMotif","GGM.001004","Core-fucosylated","GlycoMotif","GGM.001024"
"G98931FI","N-linked","GlycoMotif","GGM.001004","Complex","GlycoMotif","GGM.001004"
"G37983OQ","N-linked","GlycoMotif","GGM.001004","Complex","GlycoMotif","GGM.001004"
"G20455KP","N-linked","Subsumption","G04308ZN","Bisected","Subsumption","G04308ZN"
"G20455KP","N-linked","Subsumption","G04308ZN","Complex","Subsumption","G04308ZN"
"G89425XZ","N-linked","GlycoMotif","GGM.001023","Bisected","GlycoMotif","GGM.001023"
"G89425XZ","N-linked","GlycoMotif","GGM.001023","Complex","GlycoMotif","GGM.001004"
"G89878ZY","N-linked","GlycoMotif","GGM.001023","Bisected","GlycoMotif","GGM.001023"
"G89878ZY","N-linked","GlycoMotif","GGM.001023","Complex","GlycoMotif","GGM.001004"
"G92163PU","N-linked","GlycoMotif","GGM.001004","Complex","GlycoMotif","GGM.001004"
"G03164NE","N-linked","GlycoMotif","GGM.001004","Core-fucosylated","GlycoMotif","GGM.001024"
"G03164NE","N-linked","GlycoMotif","GGM.001004","Complex","GlycoMotif","GGM.001004"
"G31691BA","N-linked","Subsumption","G11773NW","Core-fucosylated","Subsumption","G11773NW"
"G31691BA","N-linked","Subsumption","G11773NW","Complex","Subsumption","G11773NW"
"G97463WM","O-linked","GlycoMotif","GGM.001011","Core 4","GlycoMotif","GGM.001011"
"G14769XS","O-linked","GlycoMotif","GGM.001019","O-mannose","GlycoMotif","GGM.001019"
"G46336TC","N-linked","GlycoMotif","GGM.001004","Complex","GlycoMotif","GGM.001004"
"G92914YI","O-linked","Subsumption","G30853JB","Core 2","Subsumption","G06448OR"
"G92914YI","O-linked","Subsumption","G30853JB","Core 1","Subsumption","G30853JB"
"G19062WE","N-linked","GlycoMotif","GGM.001004","Core-fucosylated","GlycoMotif","GGM.001024"
"G19062WE","N-linked","GlycoMotif","GGM.001004","Complex","GlycoMotif","GGM.001004"
"G37181DS","N-linked","GlycoMotif","GGM.001022","Truncated","GlycoMotif","GGM.001022"
"G11107QZ","N-linked","GlycoMotif","GGM.001004","Complex","GlycoMotif","GGM.001004"
"G89531JR","N-linked","GlycoMotif","GGM.001023","Bisected","GlycoMotif","GGM.001023"
"G89531JR","N-linked","GlycoMotif","GGM.001023","Complex","GlycoMotif","GGM.001004"
"G12482RO","N-linked","GlycoMotif","GGM.001004","Complex","GlycoMotif","GGM.001004"
"G89738UT","N-linked","GlycoMotif","GGM.001004","Complex","GlycoMotif","GGM.001004"
"G76726DZ","N-linked","GlycoMotif","GGM.001023","Bisected","GlycoMotif","GGM.001023"
"G76726DZ","N-linked","GlycoMotif","GGM.001023","Hybrid","GlycoMotif","GGM.001003"
"G75937YG","N-linked","GlycoMotif","GGM.001023","Bisected","GlycoMotif","GGM.001023"
"G75937YG","N-linked","GlycoMotif","GGM.001023","Complex","GlycoMotif","GGM.001004"
"G62015ZM","O-linked","GlycoMotif","GGM.001005","Core 1","GlycoMotif","GGM.001005"
"G93989QD","N-linked","Subsumption","G44787NH","Complex","Subsumption","G44787NH"
"G89993FE","N-linked","GlycoMotif","GGM.001004","Complex","GlycoMotif","GGM.001004"
"G10224TQ","O-linked","Subsumption","G09678FF","Core 2","Subsumption","G09678FF"
"G09057LN","N-linked","GlycoMotif","GGM.001004","Complex","GlycoMotif","GGM.001004"
"G61212LN","N-linked","Subsumption","G00741NZ","Truncated","Subsumption","G02882XF"
"G61212LN","N-linked","Subsumption","G00741NZ","Hybrid","Subsumption","G00741NZ"
"G61212LN","Glycosphingolipid","Subsumption","G22185QM","Mollu series","Subsumption","G22185QM"
"G73373AY","O-linked","GlycoMotif","GGM.001005","Core 1","GlycoMotif","GGM.001005"
"G58819SR","N-linked","GlycoMotif","GGM.001004","Core-fucosylated","GlycoMotif","GGM.001024"
"G58819SR","N-linked","GlycoMotif","GGM.001004","Complex","GlycoMotif","GGM.001004"
"G55153IW","Glycosphingolipid","GlycoMotif","GGM.001107","Neo-lacto series","GlycoMotif","GGM.001107"
"G09643UC","N-linked","Subsumption","G07462LM","Bisected","Subsumption","G07462LM"
"G09643UC","N-linked","Subsumption","G07462LM","Complex","Subsumption","G04619IA"
"G22498IQ","O-linked","GlycoMotif","GGM.001008","Core 2","GlycoMotif","GGM.001008"
"G55258MY","N-linked","GlycoMotif","GGM.001004","Core-fucosylated","GlycoMotif","GGM.001024"
"G55258MY","N-linked","GlycoMotif","GGM.001004","Complex","GlycoMotif","GGM.001004"
"G02526NN","N-linked","GlycoMotif","GGM.001002","High mannose","GlycoMotif","GGM.001002"
"G69127MS","N-linked","GlycoMotif","GGM.001002","High mannose","GlycoMotif","GGM.001002"
"G49022TK","N-linked","Subsumption","G06131JN","Core-fucosylated","Subsumption","G06131JN"
"G49022TK","N-linked","Subsumption","G06131JN","Hybrid","Subsumption","G06131JN"
"G41707UQ","N-linked","GlycoMotif","GGM.001023","Bisected","GlycoMotif","GGM.001023"
"G41707UQ","N-linked","GlycoMotif","GGM.001023","Complex","GlycoMotif","GGM.001004"
"G76666KS","N-linked","GlycoMotif","GGM.001002","High mannose","GlycoMotif","GGM.001002"
"G94232LU","N-linked","GlycoMotif","GGM.001023","Bisected","GlycoMotif","GGM.001023"
"G94232LU","N-linked","GlycoMotif","GGM.001023","Core-fucosylated","GlycoMotif","GGM.001024"
"G94232LU","N-linked","GlycoMotif","GGM.001023","Complex","GlycoMotif","GGM.001004"
"G17473NR","N-linked","GlycoMotif","GGM.001023","Bisected","GlycoMotif","GGM.001023"
"G17473NR","N-linked","GlycoMotif","GGM.001023","Core-fucosylated","GlycoMotif","GGM.001024"
"G17473NR","N-linked","GlycoMotif","GGM.001023","Complex","GlycoMotif","GGM.001004"
"G89664KV","N-linked","GlycoMotif","GGM.001004","Complex","GlycoMotif","GGM.001004"
"G86461LY","N-linked","GlycoMotif","GGM.001023","Bisected","GlycoMotif","GGM.001023"
"G86461LY","N-linked","GlycoMotif","GGM.001023","Core-fucosylated","GlycoMotif","GGM.001024"
"G86461LY","N-linked","GlycoMotif","GGM.001023","Complex","GlycoMotif","GGM.001004"
"G81568VW","O-linked","GlycoMotif","GGM.001007","Core 2","GlycoMotif","GGM.001007"
"G83241PZ","O-linked","GlycoMotif","GGM.001009","Core 3","GlycoMotif","GGM.001009"
"G82700SN","O-linked","GlycoMotif","GGM.001011","Core 4","GlycoMotif","GGM.001011"
"G17410PS","N-linked","GlycoMotif","GGM.001001","","",""
"G52039RG","N-linked","Subsumption","G07001AU","Bisected","Subsumption","G07001AU"
"G52039RG","N-linked","Subsumption","G07001AU","Core-fucosylated","Subsumption","G07001AU"
"G52039RG","N-linked","Subsumption","G07001AU","Complex","Subsumption","G07001AU"
"G95537KQ","N-linked","GlycoMotif","GGM.001022","Truncated","GlycoMotif","GGM.001022"
"G01265XZ","N-linked","GlycoMotif","GGM.001004","Complex","GlycoMotif","GGM.001004"
"G52056FF","N-linked","GlycoMotif","GGM.001004","Complex","GlycoMotif","GGM.001004"
"G26472EX","O-linked","GlycoMotif","GGM.001008","Core 2","GlycoMotif","GGM.001008"
"G09943HK","N-linked","Subsumption","G07353CJ","Complex","Subsumption","G07353CJ"
"G06637ET","N-linked","GlycoMotif","GGM.001022","Truncated","GlycoMotif","GGM.001022"
"G86884BW","N-linked","GlycoMotif","GGM.001004","Complex","GlycoMotif","GGM.001004"
"G49589HV","O-linked","Subsumption","G43133YJ","Core 6","Subsumption","G06172PE"
"G49589HV","O-linked","Subsumption","G43133YJ","Core 3","Subsumption","G43133YJ"
"G26328EQ","Glycosphingolipid","GlycoMotif","GGM.001106","Neo-lacto series","GlycoMotif","GGM.001107"
"G26328EQ","Glycosphingolipid","GlycoMotif","GGM.001106","Lacto series","GlycoMotif","GGM.001106"
"G26640MK","N-linked","GlycoMotif","GGM.001004","Complex","GlycoMotif","GGM.001004"
"G69044AJ","N-linked","GlycoMotif","GGM.001024","Core-fucosylated","GlycoMotif","GGM.001024"
"G52099OS","N-linked","GlycoMotif","GGM.001023","Bisected","GlycoMotif","GGM.001023"
"G52099OS","N-linked","GlycoMotif","GGM.001023","Core-fucosylated","GlycoMotif","GGM.001024"
"G52099OS","N-linked","GlycoMotif","GGM.001023","Complex","GlycoMotif","GGM.001004"
"G37597FW","N-linked","GlycoMotif","GGM.001004","Core-fucosylated","GlycoMotif","GGM.001024"
"G37597FW","N-linked","GlycoMotif","GGM.001004","Complex","GlycoMotif","GGM.001004"
"G72713XG","N-linked","Subsumption","G00503EE","Core-fucosylated","Subsumption","G00503EE"
"G72713XG","N-linked","Subsumption","G00503EE","Complex","Subsumption","G00503EE"
"G84331QL","N-linked","GlycoMotif","GGM.001023","Bisected","GlycoMotif","GGM.001023"
"G84331QL","N-linked","GlycoMotif","GGM.001023","Core-fucosylated","GlycoMotif","GGM.001024"
"G84331QL","N-linked","GlycoMotif","GGM.001023","Complex","GlycoMotif","GGM.001004"
"G47253OG","N-linked","GlycoMotif","GGM.001004","Core-fucosylated","GlycoMotif","GGM.001024"
"G47253OG","N-linked","GlycoMotif","GGM.001004","Complex","GlycoMotif","GGM.001004"
"G28948UC","N-linked","GlycoMotif","GGM.001004","Core-fucosylated","GlycoMotif","GGM.001024"
"G28948UC","N-linked","GlycoMotif","GGM.001004","Complex","GlycoMotif","GGM.001004"
"G33970PJ","N-linked","Subsumption","G01260RY","High mannose","Subsumption","G01260RY"
"G17023GV","N-linked","Subsumption","G24000JV","Bisected","Subsumption","G24000JV"
"G17023GV","N-linked","Subsumption","G24000JV","Truncated","Subsumption","G01506GC"
"G17023GV","N-linked","Subsumption","G24000JV","Complex","Subsumption","G04291AF"
"G17023GV","N-linked","Subsumption","G24000JV","Hybrid","Subsumption","G24000JV"
"G20966IA","N-linked","GlycoMotif","GGM.001004","Complex","GlycoMotif","GGM.001004"
"G38337GU","N-linked","GlycoMotif","GGM.001001","","",""
"G11755EM","Glycosphingolipid","Subsumption","G07136WT","Neo-lacto series","Subsumption","G77415NC"
"G11755EM","Glycosphingolipid","Subsumption","G07136WT","Lacto series","Subsumption","G77415NC"
"G11755EM","Glycosphingolipid","Subsumption","G07136WT","Ganglio series","Subsumption","G07136WT"
"G74111MH","N-linked","GlycoMotif","GGM.001023","Bisected","GlycoMotif","GGM.001023"
"G20210JR","N-linked","Subsumption","G13483MH","Core-fucosylated","Subsumption","G13483MH"
"G20210JR","N-linked","Subsumption","G13483MH","Hybrid","Subsumption","G13483MH"
"G10125OT","N-linked","Subsumption","G19106CR","","",""
"G09420NN","N-linked","GlycoMotif","GGM.001004","Complex","GlycoMotif","GGM.001004"
"G85039TI","O-linked","GlycoMotif","GGM.001011","Core 4","GlycoMotif","GGM.001011"
"G27575YP","O-linked","GlycoMotif","GGM.001007","Core 2","GlycoMotif","GGM.001007"
"G88656FC","N-linked","GlycoMotif","GGM.001023","Bisected","GlycoMotif","GGM.001023"
"G88656FC","N-linked","GlycoMotif","GGM.001023","Core-fucosylated","GlycoMotif","GGM.001024"
"G88656FC","N-linked","GlycoMotif","GGM.001023","Complex","GlycoMotif","GGM.001004"
"G50782HI","N-linked","GlycoMotif","GGM.001024","Core-fucosylated","GlycoMotif","GGM.001024"
"G50782HI","N-linked","GlycoMotif","GGM.001024","Hybrid","GlycoMotif","GGM.001003"
"G02198VW","N-linked","GlycoMotif","GGM.001004","Complex","GlycoMotif","GGM.001004"
"G35200SM","N-linked","Subsumption","G26439LE","Bisected","Subsumption","G26439LE"
"G35200SM","N-linked","Subsumption","G26439LE","Core-fucosylated","Subsumption","G01361CV"
"G35200SM","N-linked","Subsumption","G26439LE","Complex","Subsumption","G00480KJ"
"G35200SM","N-linked","Subsumption","G26439LE","Hybrid","Subsumption","G26439LE"
"G87814KJ","N-linked","Subsumption","G37438SW","Bisected","Subsumption","G37438SW"
"G87814KJ","N-linked","Subsumption","G37438SW","Core-fucosylated","Subsumption","G27669RW"
"G87814KJ","N-linked","Subsumption","G37438SW","Complex","Subsumption","G27669RW"
"G75448JJ","N-linked","GlycoMotif","GGM.001001","","",""
"G90713ZK","N-linked","GlycoMotif","GGM.001004","Core-fucosylated","GlycoMotif","GGM.001024"
"G90713ZK","N-linked","GlycoMotif","GGM.001004","Complex","GlycoMotif","GGM.001004"
"G49236XV","N-linked","GlycoMotif","GGM.001023","Bisected","GlycoMotif","GGM.001023"
"G49236XV","N-linked","GlycoMotif","GGM.001023","Core-fucosylated","GlycoMotif","GGM.001024"
"G49236XV","N-linked","GlycoMotif","GGM.001023","Complex","GlycoMotif","GGM.001004"
"G54880KL","N-linked","GlycoMotif","GGM.001022","Truncated","GlycoMotif","GGM.001022"
"G65799WV","N-linked","GlycoMotif","GGM.001004","Complex","GlycoMotif","GGM.001004"
"G18963DQ","O-linked","GlycoMotif","GGM.001007","Core 2","GlycoMotif","GGM.001007"
